MAGs,Kingdom,Phylum,Class,Order,Family,Genus
P5_contigs_concoct_180_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_concoct_183_sub,Bacteria,Pseudomonadota,NA,NA,NA,NA
P5_contigs_concoct_23_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena
P5_contigs_concoct_31,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
P5_contigs_concoct_5_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_concoct_73_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_concoct_85_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_metabinner_26,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Phreatobacteraceae,NA
after_final_contigs_comebin_11210_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Gloeomargaritales,NA,NA
after_final_contigs_comebin_112591,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
after_final_contigs_comebin_116642_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Sphaerotilus
after_final_contigs_comebin_12_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
after_final_contigs_comebin_153685_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
after_final_contigs_comebin_189_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_comebin_201392,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Nanoperiomorbaceae,NA
after_final_contigs_comebin_24508_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_comebin_28155_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_comebin_295_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Gloeomargaritales,NA,NA
after_final_contigs_comebin_35_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_concoct_126_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Hydrogenophaga
after_final_contigs_concoct_129_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JACMNW01
after_final_contigs_concoct_155_sub,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Pseudobdellovibrio
after_final_contigs_concoct_172_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_concoct_198_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Microcoleus
after_final_contigs_concoct_217_sub,Bacteria,J088,NA,NA,NA,NA
after_final_contigs_concoct_225_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_concoct_229_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_concoct_245_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,PBB1
after_final_contigs_concoct_247_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_concoct_3,Unclassified,NA,NA,NA,NA,NA
after_final_contigs_concoct_87_sub,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,JABFXX01
after_final_contigs_metabat_125_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,NA,NA,NA
after_final_contigs_metabat_136,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA2334
after_final_contigs_metabat_200,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Archangium
after_final_contigs_metabat_21_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
after_final_contigs_metabat_71,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA5272,UBA11704
after_final_contigs_metabinner_32,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Aestuariivirga
after_final_contigs_metabinner_3_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_metabinner_43_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_rosella_17_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_rosella_203_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_taxvamb_2006_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_taxvamb_511_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,CAMAPQ01,CAMAPQ01
after_final_contigs_taxvamb_692_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Zoogloea
after_final_contigs_taxvamb_842_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
after_final_contigs_taxvamb_869_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
after_final_contigs_taxvamb_8_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA2334
all_final_contigs_comebin_100_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_112_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_114,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
all_final_contigs_comebin_136_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
all_final_contigs_comebin_138279,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
all_final_contigs_comebin_173_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
all_final_contigs_comebin_175,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
all_final_contigs_comebin_190070,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Telluria
all_final_contigs_comebin_203_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_233_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,CADEEN01
all_final_contigs_comebin_234880_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_279974_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_295948_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_300383_sub,Bacteria,Bacteroidota,Bacteroidia,B-17B0,B-17BO,UBA4416
all_final_contigs_comebin_34,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Telluria
all_final_contigs_comebin_354517_sub,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter
all_final_contigs_comebin_361_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
all_final_contigs_comebin_376763_sub,Bacteria,Bacteroidota,Bacteroidia,B-17B0,B-17BO,UBA2475
all_final_contigs_comebin_416_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
all_final_contigs_comebin_424,Bacteria,Pseudomonadota,Gammaproteobacteria,Coxiellales,Coxiellaceae,2-12-FULL-42-15
all_final_contigs_comebin_426520,NA,NA,NA,NA,NA,NA
all_final_contigs_comebin_43_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
all_final_contigs_comebin_44_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,CAMBWO01
all_final_contigs_comebin_47,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
all_final_contigs_comebin_685_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_76_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
all_final_contigs_comebin_85453,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
all_final_contigs_concoct_113_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_119_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
all_final_contigs_concoct_132,Bacteria,Patescibacteria,JAEDAM01,Absconditabacterales,Absconditicoccaceae,Aalborg-AAW-1
all_final_contigs_concoct_157_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,NA,NA
all_final_contigs_concoct_161_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_170_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_18_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_193_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,WLWR01,WLWR01,NA
all_final_contigs_concoct_1_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_251_sub,Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_256_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JACMNW01
all_final_contigs_concoct_258_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
all_final_contigs_concoct_25_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_260_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
all_final_contigs_concoct_264_sub,NA,NA,NA,NA,NA,NA
all_final_contigs_concoct_297_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Chamaesiphonaceae,Chamaesiphon
all_final_contigs_concoct_3,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola
all_final_contigs_concoct_75_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_metabat_105_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_metabat_223_sub,Bacteria,Dependentiae,NA,NA,NA,NA
all_final_contigs_metabat_293_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_metabinner_12,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rubrivivax
all_final_contigs_metabinner_143_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JACMNW01
all_final_contigs_metabinner_171_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Gloeomargaritales,NA,NA
all_final_contigs_metabinner_69_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Microcoleus
all_final_contigs_rosella_0_90_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_rosella_110_sub,Bacteria,Dependentiae,NA,NA,NA,NA
all_final_contigs_rosella_22_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_rosella_85_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_rosella_9_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_taxvamb_113740_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_taxvamb_118,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA
all_final_contigs_taxvamb_1189_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_taxvamb_2139,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,CAMAPQ01,CAMAPQ01
all_final_contigs_taxvamb_962,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
before_final_contigs_comebin_102_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_comebin_123196_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_comebin_133132_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Aquabacterium
before_final_contigs_comebin_137139,Bacteria,Bacteroidota,Bacteroidia,JACMRI01,JACMRI01,JACMRI01
before_final_contigs_comebin_195164,Bacteria,Cyanobacteriota,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena
before_final_contigs_comebin_218094,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Aquabacterium
before_final_contigs_comebin_290,NA,NA,NA,NA,NA,NA
before_final_contigs_comebin_61_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,CAMBWO01
before_final_contigs_comebin_95462,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Pseudobdellovibrio
before_final_contigs_concoct_103_sub,Bacteria,Cyanobacteriota,NA,NA,NA,NA
before_final_contigs_concoct_113_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JANYCG01
before_final_contigs_concoct_155_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_concoct_180_sub,NA,NA,NA,NA,NA,NA
before_final_contigs_concoct_19_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_concoct_200_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
before_final_contigs_concoct_207,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_concoct_243_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_concoct_68_sub,Bacteria,NA,NA,NA,NA,NA
before_final_contigs_concoct_84_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Thermoflexibacteraceae,JAAFKA01
before_final_contigs_concoct_88,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
before_final_contigs_concoct_95_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_metabat_106_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_metabat_122_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_metabat_13_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
before_final_contigs_metabat_142_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Gloeomargaritales,NA,NA
before_final_contigs_metabinner_57_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
before_final_contigs_metabinner_71_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_rosella_110_sub,NA,NA,NA,NA,NA,NA
before_final_contigs_rosella_111_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_rosella_16_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_taxvamb_1019,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,JAKFWF01
Co22_flye_high_cov_comebin_181_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_comebin_272,Bacteria,Patescibacteria,JAEDAM01,BD1-5,UBA2023,CAIVSN01
Co22_flye_high_cov_comebin_3584,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_106_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_143,Bacteria,Cyanobacteriota,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena
Co22_flye_high_cov_concoct_160_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_196_sub,Unclassified,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_219_sub,Bacteria,Pseudomonadota,NA,NA,NA,NA
Co22_flye_high_cov_concoct_23_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_257_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena
Co22_flye_high_cov_concoct_52_sub,Unclassified,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_83_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_92_sub,NA,NA,NA,NA,NA,NA
Co22_flye_high_cov_metabat_104_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnohabitans
Co22_flye_high_cov_metabat_108,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter
Co22_flye_high_cov_metabat_11_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_metabat_200,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
Co22_flye_high_cov_metabat_32_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_metabat_61,Unclassified,NA,NA,NA,NA,NA
Co22_flye_high_cov_metabat_98_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_metabat_9_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_metabinner_20,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
Co22_flye_high_cov_metabinner_25,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,PBB1
Co22_flye_high_cov_rosella_0_115_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_rosella_0_24_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_rosella_0_284_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_rosella_12,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
Co22_flye_high_cov_rosella_275_sub,Unclassified,NA,NA,NA,NA,NA
Co22_flye_high_cov_rosella_297_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_taxvamb_1116_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_taxvamb_12_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_comebin_10111_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,PCC-6307,NA,NA
P1_contigs_comebin_19,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
P1_contigs_comebin_3_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
P1_contigs_concoct_0_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_concoct_136_sub,NA,NA,NA,NA,NA,NA
P1_contigs_concoct_163_sub,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Limisphaerales,SXTU01,SXTU01
P1_contigs_concoct_1_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_concoct_26_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Chamaesiphonaceae,Chamaesiphon
P1_contigs_concoct_31_sub,NA,NA,NA,NA,NA,NA
P1_contigs_metabinner_10,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,NA
P1_contigs_metabinner_35_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P1_contigs_metabinner_38_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Arcicella
P1_contigs_metabinner_4,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
P1_contigs_rosella_0_unbinned_sub,Bacteria,NA,NA,NA,NA,NA
P1_contigs_rosella_107_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P1_contigs_rosella_39_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_taxvamb_1619_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
P1_contigs_taxvamb_800,Bacteria,Planctomycetota,UBA11346,UBA11346,UBA11346,BOG-1363
P2_contigs_comebin_17,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JANYCG01
P2_contigs_comebin_170_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_comebin_2,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFIP01
P2_contigs_comebin_47888_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylophilus
P2_contigs_comebin_51090_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_comebin_52549_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_comebin_66_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JANYCG01
P2_contigs_concoct_124_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
P2_contigs_concoct_148_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Flammeovirgaceae,NA
P2_contigs_concoct_149_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_concoct_156_sub,NA,NA,NA,NA,NA,NA
P2_contigs_concoct_180_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_concoct_207_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JASGCK01
P2_contigs_concoct_24_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_concoct_27_sub,Bacteria,Actinomycetota,Actinomycetes,Nanopelagicales,Nanopelagicaceae,Planktophila
P2_contigs_concoct_76,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_concoct_77_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_metabinner_15,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P2_contigs_metabinner_17_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P2_contigs_metabinner_21_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P2_contigs_rosella_0_11_sub,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Pseudobdellovibrio
P2_contigs_rosella_41_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_taxvamb_2083_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_taxvamb_245_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_taxvamb_2797_sub,Unclassified,NA,NA,NA,NA,NA
P3_contigs_comebin_117_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_comebin_28_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
P3_contigs_comebin_36104_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_comebin_4_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
P3_contigs_comebin_5,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
P3_contigs_comebin_5349_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
P3_contigs_comebin_69786_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
P3_contigs_comebin_87_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_comebin_9,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
P3_contigs_concoct_127_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_concoct_139_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_concoct_30_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
P3_contigs_concoct_44_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_concoct_85_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_metabinner_17_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
